Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,5200.89990234375,5238.4501953125,5167.10009765625,5232.2001953125,5232.2001953125,0
2010-01-05,5277.14990234375,5288.35009765625,5242.39990234375,5277.89990234375,5277.89990234375,0
2010-01-06,5278.14990234375,5310.85009765625,5260.0498046875,5281.7998046875,5281.7998046875,0
2010-01-07,5281.7998046875,5302.5498046875,5244.75,5263.10009765625,5263.10009765625,0
2010-01-08,5264.25,5276.75,5234.7001953125,5244.75,5244.75,0
2010-01-11,5263.7998046875,5287.2001953125,5227.7998046875,5249.39990234375,5249.39990234375,0
2010-01-12,5251.10009765625,5300.5,5200.9501953125,5210.39990234375,5210.39990234375,0
2010-01-13,5212.60009765625,5239.2001953125,5169.5498046875,5233.9501953125,5233.9501953125,0
2010-01-14,5234.5,5272.85009765625,5232.5,5259.89990234375,5259.89990234375,0
2010-01-15,5259.89990234375,5279.85009765625,5242.4501953125,5252.2001953125,5252.2001953125,0
2010-01-18,5253.64990234375,5292.5,5228.9501953125,5274.85009765625,5274.85009765625,0
2010-01-19,5274.2001953125,5287.7998046875,5218.64990234375,5225.64990234375,5225.64990234375,0
2010-01-20,5226.10009765625,5256.7001953125,5201.39990234375,5221.7001953125,5221.7001953125,0
2010-01-21,5220.2001953125,5220.35009765625,5085.4501953125,5094.14990234375,5094.14990234375,0
2010-01-22,5094.14990234375,5094.14990234375,4954.85009765625,5036.0,5036.0,0
2010-01-25,5034.5498046875,5035.7001953125,4983.0498046875,5007.89990234375,5007.89990234375,0
2010-01-27,5008.5,5008.5,4833.0498046875,4853.10009765625,4853.10009765625,0
2010-01-28,4863.0,4929.89990234375,4824.9501953125,4867.25,4867.25,0
2010-01-29,4866.14990234375,4893.7001953125,4766.0,4882.0498046875,4882.0498046875,0
2010-02-01,4882.0498046875,4918.7998046875,4827.14990234375,4899.7001953125,4899.7001953125,0
2010-02-02,4907.85009765625,4951.14990234375,4814.10009765625,4830.10009765625,4830.10009765625,0
2010-02-03,4831.0,4949.14990234375,4831.0,4931.85009765625,4931.85009765625,0
2010-02-04,4931.2998046875,4931.2998046875,4832.35009765625,4845.35009765625,4845.35009765625,0
2010-02-05,4819.64990234375,4827.0,4692.35009765625,4718.64990234375,4718.64990234375,0
2010-02-08,4755.35009765625,4799.0498046875,4675.39990234375,4760.39990234375,4760.39990234375,0
2010-02-09,4760.5498046875,4810.39990234375,4739.35009765625,4792.64990234375,4792.64990234375,0
2010-02-10,4793.0,4826.85009765625,4748.10009765625,4757.2001953125,4757.2001953125,0
2010-02-11,4757.25,4843.7998046875,4757.25,4826.85009765625,4826.85009765625,0
2010-02-15,4827.89990234375,4845.60009765625,4783.89990234375,4801.9501953125,4801.9501953125,0
2010-02-16,4801.7998046875,4880.0,4791.35009765625,4855.75,4855.75,0
2010-02-17,4858.64990234375,4929.7001953125,4857.60009765625,4914.0,4914.0,0
2010-02-18,4915.10009765625,4922.0498046875,4873.7001953125,4887.75,4887.75,0
2010-02-19,4887.2998046875,4887.2998046875,4805.5498046875,4844.89990234375,4844.89990234375,0
2010-02-22,4849.35009765625,4912.0498046875,4845.89990234375,4856.39990234375,4856.39990234375,0
2010-02-23,4856.60009765625,4884.10009765625,4833.14990234375,4870.0498046875,4870.0498046875,0
2010-02-24,4869.5498046875,4880.5498046875,4834.64990234375,4858.60009765625,4858.60009765625,0
2010-02-25,4859.0,4880.14990234375,4835.60009765625,4859.75,4859.75,0
2010-02-26,4858.5,4992.0,4858.4501953125,4922.2998046875,4922.2998046875,0
2010-03-02,4935.60009765625,5029.4501953125,4935.35009765625,5017.0,5017.0,0
2010-03-03,5015.7998046875,5093.25,5015.10009765625,5088.10009765625,5088.10009765625,0
2010-03-04,5096.9501953125,5096.9501953125,5049.0,5080.25,5080.25,0
2010-03-05,5080.5498046875,5118.64990234375,5068.0498046875,5088.7001953125,5088.7001953125,0
2010-03-08,5092.14990234375,5147.10009765625,5092.14990234375,5124.0,5124.0,0
2010-03-09,5121.0498046875,5131.7998046875,5094.35009765625,5101.5,5101.5,0
2010-03-10,5101.60009765625,5137.39990234375,5092.0498046875,5116.25,5116.25,0
2010-03-11,5116.35009765625,5152.60009765625,5102.10009765625,5133.39990234375,5133.39990234375,0
2010-03-12,5131.7998046875,5158.10009765625,5122.10009765625,5137.0,5137.0,0
2010-03-15,5134.4501953125,5151.0498046875,5101.2001953125,5128.89990234375,5128.89990234375,0
2010-03-16,5128.9501953125,5209.25,5125.7001953125,5198.10009765625,5198.10009765625,0
2010-03-17,5198.4501953125,5260.5,5177.14990234375,5231.89990234375,5231.89990234375,0
2010-03-18,5232.5498046875,5255.64990234375,5214.39990234375,5245.89990234375,5245.89990234375,0
2010-03-19,5246.7998046875,5269.9501953125,5237.10009765625,5262.7998046875,5262.7998046875,0
2010-03-22,5260.9501953125,5260.9501953125,5187.0498046875,5205.2001953125,5205.2001953125,0
2010-03-23,5205.85009765625,5243.60009765625,5193.39990234375,5225.2998046875,5225.2998046875,0
2010-03-25,5225.2998046875,5267.2998046875,5202.9501953125,5260.39990234375,5260.39990234375,0
2010-03-26,5260.5498046875,5293.75,5260.5498046875,5282.0,5282.0,0
2010-03-29,5283.89990234375,5329.5498046875,5242.14990234375,5302.85009765625,5302.85009765625,0
2010-03-30,5302.9501953125,5325.0,5251.35009765625,5262.4501953125,5262.4501953125,0
2010-03-31,5260.39990234375,5293.89990234375,5235.14990234375,5249.10009765625,5249.10009765625,0
2010-04-01,5249.2001953125,5298.60009765625,5249.2001953125,5290.5,5290.5,0
2010-04-05,5291.39990234375,5377.5498046875,5291.39990234375,5368.39990234375,5368.39990234375,0
2010-04-06,5369.64990234375,5388.64990234375,5351.7001953125,5366.0,5366.0,0
2010-04-07,5365.7001953125,5399.64990234375,5345.0498046875,5374.64990234375,5374.64990234375,0
2010-04-08,5376.2998046875,5383.64990234375,5290.25,5304.4501953125,5304.4501953125,0
2010-04-09,5302.39990234375,5377.4501953125,5302.25,5361.75,5361.75,0
2010-04-12,5354.14990234375,5382.14990234375,5324.89990234375,5339.7001953125,5339.7001953125,0
2010-04-13,5340.85009765625,5356.5,5301.7001953125,5322.9501953125,5322.9501953125,0
2010-04-15,5323.2998046875,5373.14990234375,5265.2998046875,5273.60009765625,5273.60009765625,0
2010-04-16,5273.39990234375,5283.0498046875,5237.5498046875,5262.60009765625,5262.60009765625,0
2010-04-19,5279.0498046875,5279.0498046875,5160.89990234375,5203.64990234375,5203.64990234375,0
2010-04-20,5208.2998046875,5257.25,5208.2998046875,5230.10009765625,5230.10009765625,0
2010-04-21,5230.2998046875,5266.2998046875,5230.2998046875,5244.89990234375,5244.89990234375,0
2010-04-22,5248.60009765625,5331.7998046875,5221.10009765625,5269.35009765625,5269.35009765625,0
2010-04-23,5269.64990234375,5311.0498046875,5269.64990234375,5304.10009765625,5304.10009765625,0
2010-04-26,5299.35009765625,5342.35009765625,5299.35009765625,5322.4501953125,5322.4501953125,0
2010-04-27,5322.10009765625,5330.5498046875,5301.39990234375,5308.35009765625,5308.35009765625,0
2010-04-28,5308.2001953125,5308.25,5202.4501953125,5215.4501953125,5215.4501953125,0
2010-04-29,5215.25,5264.75,5214.7998046875,5254.14990234375,5254.14990234375,0
2010-04-30,5254.2001953125,5294.7998046875,5254.2001953125,5278.0,5278.0,0
2010-05-03,5278.39990234375,5278.7001953125,5210.0498046875,5222.75,5222.75,0
2010-05-04,5223.89990234375,5250.14990234375,5134.85009765625,5148.5,5148.5,0
2010-05-05,5148.35009765625,5148.35009765625,5056.5,5124.89990234375,5124.89990234375,0
2010-05-06,5124.39990234375,5124.89990234375,5037.75,5090.85009765625,5090.85009765625,0
2010-05-07,5072.2998046875,5085.64990234375,4984.60009765625,5018.0498046875,5018.0498046875,0
2010-05-10,5026.60009765625,5203.2998046875,5026.60009765625,5193.60009765625,5193.60009765625,0
2010-05-11,5189.75,5206.7001953125,5126.5,5136.14990234375,5136.14990234375,0
2010-05-12,5133.75,5172.85009765625,5098.7998046875,5156.64990234375,5156.64990234375,0
2010-05-13,5157.5498046875,5212.7001953125,5147.9501953125,5178.89990234375,5178.89990234375,0
2010-05-14,5180.5498046875,5192.75,5070.9501953125,5093.5,5093.5,0
2010-05-17,5093.89990234375,5094.5498046875,4966.25,5059.89990234375,5059.89990234375,0
2010-05-18,5059.5498046875,5105.2001953125,5024.25,5066.2001953125,5066.2001953125,0
2010-05-19,5065.10009765625,5065.10009765625,4908.14990234375,4919.64990234375,4919.64990234375,0
2010-05-20,4924.2998046875,4980.25,4924.2998046875,4947.60009765625,4947.60009765625,0
2010-05-21,4946.7001953125,4946.7001953125,4842.2998046875,4931.14990234375,4931.14990234375,0
2010-05-24,4944.2998046875,5029.5498046875,4923.4501953125,4943.9501953125,4943.9501953125,0
2010-05-25,4945.2998046875,4946.60009765625,4786.4501953125,4806.75,4806.75,0
2010-05-26,4807.2998046875,4925.4501953125,4807.2998046875,4917.39990234375,4917.39990234375,0
2010-05-27,4915.14990234375,5016.60009765625,4897.60009765625,5003.10009765625,5003.10009765625,0
2010-05-28,5005.60009765625,5077.25,5005.60009765625,5066.5498046875,5066.5498046875,0
2010-05-31,5076.10009765625,5097.60009765625,5038.5498046875,5086.2998046875,5086.2998046875,0
2010-06-01,5086.25,5086.9501953125,4961.0498046875,4970.2001953125,4970.2001953125,0
2010-06-02,4970.75,5031.2001953125,4967.0498046875,5019.85009765625,5019.85009765625,0
2010-06-03,5020.14990234375,5125.7001953125,5020.14990234375,5110.5,5110.5,0
2010-06-04,5112.60009765625,5147.89990234375,5091.60009765625,5135.5,5135.5,0
2010-06-07,5132.9501953125,5132.9501953125,5004.25,5034.0,5034.0,0
2010-06-08,5036.7001953125,5071.35009765625,4967.2998046875,4987.10009765625,4987.10009765625,0
2010-06-09,4985.0498046875,5050.60009765625,4980.10009765625,5000.2998046875,5000.2998046875,0
2010-06-10,4999.60009765625,5085.2001953125,4997.60009765625,5078.60009765625,5078.60009765625,0
2010-06-11,5078.75,5139.0498046875,5078.75,5119.35009765625,5119.35009765625,0
2010-06-14,5120.14990234375,5201.25,5120.14990234375,5197.7001953125,5197.7001953125,0
2010-06-15,5201.2998046875,5231.4501953125,5171.0498046875,5222.35009765625,5222.35009765625,0
2010-06-16,5225.0498046875,5255.64990234375,5214.89990234375,5233.35009765625,5233.35009765625,0
2010-06-17,5233.64990234375,5285.5498046875,5206.5498046875,5274.85009765625,5274.85009765625,0
2010-06-18,5274.9501953125,5302.2998046875,5245.5,5262.60009765625,5262.60009765625,0
2010-06-21,5266.5,5366.75,5266.5,5353.2998046875,5353.2998046875,0
2010-06-22,5353.9501953125,5354.35009765625,5311.0498046875,5316.5498046875,5316.5498046875,0
2010-06-23,5316.14990234375,5333.2998046875,5288.14990234375,5323.14990234375,5323.14990234375,0
2010-06-24,5323.25,5348.2998046875,5284.5498046875,5320.60009765625,5320.60009765625,0
2010-06-25,5320.5,5320.5,5259.89990234375,5269.0498046875,5269.0498046875,0
2010-06-28,5271.10009765625,5339.4501953125,5270.75,5333.5,5333.5,0
2010-06-29,5333.5498046875,5334.14990234375,5235.7998046875,5256.14990234375,5256.14990234375,0
2010-06-30,5254.25,5320.35009765625,5210.0,5312.5,5312.5,0
2010-07-01,5312.0498046875,5312.5498046875,5232.10009765625,5251.39990234375,5251.39990234375,0
2010-07-02,5251.25,5277.25,5225.60009765625,5237.10009765625,5237.10009765625,0
2010-07-05,5237.0,5252.75,5225.85009765625,5235.89990234375,5235.89990234375,0
2010-07-06,5236.10009765625,5297.4501953125,5231.5,5289.0498046875,5289.0498046875,0
2010-07-07,5293.10009765625,5296.75,5233.4501953125,5241.10009765625,5241.10009765625,0
2010-07-08,5242.0,5320.5,5242.0,5296.85009765625,5296.85009765625,0
2010-07-09,5297.2001953125,5359.0498046875,5297.2001953125,5352.4501953125,5352.4501953125,0
2010-07-12,5352.25,5402.7001953125,5351.60009765625,5383.0,5383.0,0
2010-07-13,5370.2001953125,5406.2001953125,5357.85009765625,5400.64990234375,5400.64990234375,0
2010-07-14,5402.0,5453.4501953125,5371.7001953125,5386.14990234375,5386.14990234375,0
2010-07-15,5387.10009765625,5399.2001953125,5360.60009765625,5378.75,5378.75,0
2010-07-16,5376.64990234375,5401.35009765625,5374.39990234375,5393.89990234375,5393.89990234375,0
2010-07-19,5392.7001953125,5409.10009765625,5361.5,5386.4501953125,5386.4501953125,0
2010-07-20,5387.0,5416.4501953125,5353.60009765625,5368.0,5368.0,0
